GEOID,AGE_GROUP,SEX,PERCENT_OF_AGE_SEX_COHORT
06,75-79,MALE,0.41398595987914144
33,75-79,MALE,0.00010748857403182065
22,85+,FEMALE,0.0004809264207363648
10,70-74,FEMALE,0.00023198477667298116
47,35-39,MALE,0.0020185248332102775
19,15-19,FEMALE,0.0007209713258055099
29,50-54,MALE,0.001376920733370806
40,70-74,FEMALE,0.0006688495120006934
15,15-19,MALE,0.001243141847104816
31,15-19,FEMALE,0.00027459669459256375
38,0-4,MALE,0.00003172825552508148
35,85+,FEMALE,0.0003448340785263062
40,70-74,MALE,0.00076336608305472
44,35-39,FEMALE,0.0002447115627060919
16,60-64,MALE,0.00015483750852660934
28,50-54,MALE,0.00014477685553018017
22,15-19,MALE,0.0008866859028940528
45,5-9,MALE,0.0009913570460648642
11,20-24,FEMALE,0.0006372612505401968
04,30-34,FEMALE,0.0076434215211764606
45,0-4,MALE,0.0017986218409521966
34,70-74,FEMALE,0.015178820584136572
21,10-14,FEMALE,0.0006019862008586553
10,50-54,FEMALE,0.0001616170808399725
16,85+,MALE,0.00014125037912548016
46,80-84,FEMALE,0.000032133912427754424
13,85+,MALE,0.007011924665685717
39,85+,MALE,0.008938546199847316
45,85+,FEMALE,0.001039614417804015
31,40-44,FEMALE,0.00016812718591500947
51,45-49,MALE,0.018723678061513132
22,45-49,FEMALE,0.0008334136512297898
11,45-49,FEMALE,0.0004280373278818156
06,60-64,FEMALE,0.4279472348491263
10,75-79,FEMALE,0.0001168970152451517
55,20-24,FEMALE,0.0017172050296450983
28,85+,MALE,0.00012200349662786496
08,80-84,FEMALE,0.004036127422130443
50,70-74,MALE,5.751581518926395e-6
10,50-54,MALE,0.0001556939968239286
25,5-9,MALE,0.01418866190255611
15,30-34,FEMALE,0.0013826831496869336
47,30-34,FEMALE,0.0019582156793393943
44,15-19,MALE,0.00023147011460662763
24,75-79,FEMALE,0.008005607540908533
29,65-69,FEMALE,0.0008786876313691971
38,35-39,MALE,0.0000238085578544839
06,5-9,MALE,0.3855168474905323
72,10-14,MALE,0.00003848014432782074
28,40-44,MALE,0.00012690340264770846
06,45-49,MALE,0.38312124767582406
17,85+,MALE,0.01616712715094381
37,0-4,MALE,0.010943859834758285
34,60-64,FEMALE,0.01522052690970321
04,5-9,FEMALE,0.006109066328841438
31,55-59,MALE,0.0002531595800494073
56,55-59,FEMALE,3.9663451587067145e-6
53,70-74,FEMALE,0.01120238659591747
37,10-14,FEMALE,0.007387628393637708
19,25-29,MALE,0.00045638326090872966
21,35-39,FEMALE,0.0007786726958337682
25,45-49,MALE,0.016568210354336966
35,55-59,MALE,0.0005271241620661706
33,55-59,FEMALE,0.00008929082800157366
18,70-74,MALE,0.001870702353017702
12,70-74,MALE,0.23092189262887022
37,75-79,FEMALE,0.005528462609852432
17,25-29,FEMALE,0.02500533081343816
26,60-64,FEMALE,0.008130330560398016
05,25-29,FEMALE,0.00028085100081546834
37,0-4,FEMALE,0.008992152293519342
12,55-59,MALE,0.13555586392607333
29,80-84,MALE,0.0012667572517661783
35,65-69,FEMALE,0.00014414944565046748
31,80-84,MALE,0.00024826667454286956
05,45-49,FEMALE,0.00010631159641332775
41,50-54,FEMALE,0.001464548705687677
25,10-14,FEMALE,0.01604573915725328
13,25-29,FEMALE,0.010577259822181663
15,35-39,FEMALE,0.0013345233369866148
45,5-9,FEMALE,0.0007991155329087468
46,50-54,MALE,0.000016675666040369272
26,60-64,MALE,0.008336172808935952
16,55-59,MALE,0.00009946746678020353
45,45-49,FEMALE,0.0008903641398416682
32,5-9,FEMALE,0.0009477732110954489
18,70-74,FEMALE,0.00178977638168874
15,15-19,FEMALE,0.0010482354566032546
38,75-79,MALE,0.000017662540642152765
33,5-9,MALE,0.0001046465976699036
20,60-64,FEMALE,0.0005254494957492421
11,35-39,FEMALE,0.0005102749411093422
10,80-84,MALE,0.0001132867283881291
37,80-84,MALE,0.00684812824913735
11,45-49,MALE,0.0003338016648049304
40,40-44,MALE,0.0006510881929238815
13,70-74,MALE,0.009478734403573014
04,80-84,MALE,0.013696263293650448
41,5-9,MALE,0.0017408257231031634
19,80-84,FEMALE,0.0003860741511106412
33,70-74,MALE,0.00006468534065154618
32,50-54,MALE,0.001607633201043989
55,15-19,MALE,0.0017548909740964756
72,15-19,FEMALE,0.00006209207530881249
15,60-64,FEMALE,0.0008053081220640018
31,50-54,FEMALE,0.0001362617083668522
51,5-9,FEMALE,0.020550149399338555
08,55-59,MALE,0.005459094130937513
04,75-79,FEMALE,0.010594371302816832
13,50-54,MALE,0.011865842654080711
48,70-74,MALE,0.13233935852653075
54,65-69,MALE,0.000011793434816657659
02,60-64,FEMALE,0.000051084927770690596
38,60-64,MALE,0.00004680158560397192
39,50-54,FEMALE,0.006552538820476741
51,65-69,MALE,0.01201940306826932
36,25-29,FEMALE,0.11797274493285007
28,25-29,MALE,0.00008518491930753797
40,35-39,MALE,0.0009842505493227191
16,45-49,MALE,0.00018838352098784263
42,15-19,MALE,0.01616715708193661
32,60-64,MALE,0.0013355277581140054
22,50-54,FEMALE,0.0009785823955988356
29,30-34,MALE,0.0016983675091127959
56,20-24,MALE,0.000019131703052630433
09,45-49,FEMALE,0.0018578345316604115
09,70-74,MALE,0.0015145817413566062
02,50-54,MALE,0.00008217925626350278
26,35-39,FEMALE,0.007966675269473845
09,20-24,MALE,0.002087419399654038
28,55-59,FEMALE,0.00010284978524332347
11,10-14,FEMALE,0.00036421659762968077
26,85+,MALE,0.009503003406751885
49,50-54,MALE,0.0010389895242510633
36,40-44,MALE,0.0993201301300726
06,15-19,FEMALE,0.4153749297424188
53,25-29,MALE,0.016242828433409736
72,10-14,FEMALE,0.00005348172503966014
72,70-74,MALE,0.00003226657647540975
20,15-19,MALE,0.001158045954497314
24,45-49,MALE,0.010422142640877582
38,80-84,MALE,0.000017662540642152765
54,80-84,MALE,0.00003484057099352933
13,20-24,MALE,0.009673948958189788
35,40-44,MALE,0.0003908877906978227
21,45-49,FEMALE,0.000772969574345314
56,60-64,MALE,1.3210559458136386e-6
09,85+,FEMALE,0.002395750132019984
49,70-74,MALE,0.0013404302931015822
12,10-14,FEMALE,0.12211501561364155
54,45-49,FEMALE,8.202745273315855e-6
05,50-54,FEMALE,0.00015673395768051523
50,10-14,FEMALE,0.00003434436662707324
39,5-9,MALE,0.006255726393628441
24,10-14,FEMALE,0.012050525076755334
35,75-79,FEMALE,0.0003448340785263062
21,75-79,MALE,0.0006318883999817257
54,60-64,MALE,6.993191752308739e-6
53,40-44,FEMALE,0.013319306650767354
54,75-79,FEMALE,0.000020279646279924688
51,75-79,MALE,0.011385789670812158
41,25-29,FEMALE,0.0019608253255586155
55,40-44,FEMALE,0.0008907512889709916
31,80-84,FEMALE,0.0002467740309269884
42,40-44,FEMALE,0.011606401050867963
23,25-29,FEMALE,0.00008138392163834507
72,35-39,MALE,0.000025767948793897136
72,55-59,MALE,0.0000481923423853501
54,20-24,FEMALE,0.00004006713596088259
48,20-24,FEMALE,0.1413502710421075
26,70-74,MALE,0.005808289996922778
05,60-64,FEMALE,0.00004611371133500246
36,55-59,FEMALE,0.10398038256560231
21,35-39,MALE,0.0010891204855138328
55,70-74,FEMALE,0.000918543542768532
41,45-49,MALE,0.0016313390643448067
55,60-64,MALE,0.0012099129553381836
37,80-84,FEMALE,0.005528462609852432
32,40-44,FEMALE,0.001081048470360408
12,85+,MALE,0.20177841364162358
37,30-34,MALE,0.011414547282516183
36,10-14,FEMALE,0.10110627664307437
11,5-9,MALE,0.00028269001775252617
45,30-34,MALE,0.0012878142267916852
38,45-49,FEMALE,0.000015936762245299372
39,40-44,FEMALE,0.0061897565861393725
09,55-59,FEMALE,0.0023604680728797896
08,35-39,MALE,0.005338739083692631
08,5-9,MALE,0.006305050176069904
31,20-24,FEMALE,0.0002825285121337683
15,25-29,MALE,0.001338518720152766
48,75-79,MALE,0.1286888389328275
06,50-54,FEMALE,0.42411085102693724
08,10-14,FEMALE,0.005596126236242993
46,40-44,MALE,0.00003015090246264543
45,65-69,FEMALE,0.0009461831983784063
02,10-14,FEMALE,0.000050752586640161536
48,50-54,FEMALE,0.13815618709905034
22,25-29,MALE,0.0011568735445168273
22,45-49,MALE,0.0011004409463825377
42,20-24,FEMALE,0.013951825772837234
08,70-74,FEMALE,0.003373132747618665
72,75-79,FEMALE,0.00007406469093939549
19,0-4,FEMALE,0.0005374012332734916
28,35-39,FEMALE,0.00009071323043067255
32,50-54,FEMALE,0.0016583196602582638
36,0-4,MALE,0.0955054916868557
56,35-39,FEMALE,2.6806939662815456e-6
38,80-84,FEMALE,0.000015477562949842942
30,80-84,MALE,0.000037026643371407345
11,60-64,MALE,0.00023800665445943085
53,55-59,FEMALE,0.012835719111871688
45,10-14,MALE,0.0009913570460648642
41,15-19,FEMALE,0.0019557923886642523
17,20-24,MALE,0.023630943622484944
47,50-54,MALE,0.0018565874317403766
33,25-29,MALE,0.00018525868435088913
48,60-64,FEMALE,0.13706479165866445
35,25-29,FEMALE,0.0005113082622369349
33,75-79,FEMALE,0.00010339368013906581
25,0-4,MALE,0.01193747437305746
39,55-59,FEMALE,0.0061732298216043945
19,40-44,FEMALE,0.0007075669226550723
33,0-4,FEMALE,0.00012980265591720395
46,5-9,FEMALE,0.000021490326879962442
10,10-14,MALE,0.00005759921520386214
51,25-29,MALE,0.01590422062952405
47,50-54,FEMALE,0.0016788877160971917
01,75-79,FEMALE,0.000242076682985289
33,45-49,FEMALE,0.00010913780486640872
10,20-24,FEMALE,0.00009990198267065424
06,70-74,FEMALE,0.4245677823659449
45,55-59,FEMALE,0.0011814666189819442
17,35-39,FEMALE,0.021717082075044417
17,30-34,MALE,0.02332429512971523
31,55-59,FEMALE,0.00025431819563623655
47,75-79,MALE,0.0015701864082434014
41,25-29,MALE,0.0019197110727767707
72,25-29,FEMALE,0.00002686643601160657
31,25-29,FEMALE,0.00029271733514350264
48,5-9,MALE,0.21997138898526555
27,10-14,FEMALE,0.0036411009882091096
02,80-84,MALE,0.000045608863171348424
54,35-39,FEMALE,6.560433275914929e-6
56,0-4,FEMALE,8.025407668718114e-6
54,15-19,FEMALE,0.000015395859831238077
51,85+,FEMALE,0.011743700831766558
47,45-49,FEMALE,0.002357843974192042
05,55-59,MALE,0.00019094554304802867
05,55-59,FEMALE,0.00018461878377483345
09,75-79,MALE,0.002285524400782399
50,45-49,MALE,0.000020808740775016115
47,85+,FEMALE,0.0014114531129074265
38,15-19,MALE,0.00003585129551909473
17,45-49,MALE,0.018743510256727977
30,0-4,MALE,0.000025364509914473564
29,5-9,FEMALE,0.0015897612825573725
25,5-9,FEMALE,0.01604573915725328
50,5-9,FEMALE,0.00003434436662707324
20,25-29,FEMALE,0.000774478019653338
50,20-24,FEMALE,0.00004795234831798429
54,75-79,MALE,0.00003484057099352933
44,50-54,FEMALE,0.0002522921885477373
31,20-24,MALE,0.0002812457408270293
04,60-64,FEMALE,0.011988384119382915
39,80-84,FEMALE,0.007970323010016532
56,30-34,MALE,3.59582280147538e-6
34,65-69,FEMALE,0.01789921745636896
53,80-84,MALE,0.011036772377059618
06,45-49,FEMALE,0.4034617394344637
06,80-84,MALE,0.41398595987914144
36,80-84,FEMALE,0.08843923828057691
39,80-84,MALE,0.008938546199847316
72,60-64,MALE,0.00003197607296574729
44,10-14,MALE,0.00014512348009574846
34,60-64,MALE,0.013999708821382486
19,85+,MALE,0.00042963559300473846
04,85+,MALE,0.013696263293650448
31,0-4,FEMALE,0.00020884749728785989
49,15-19,FEMALE,0.0013694765798932958
40,30-34,FEMALE,0.000969806494692475
29,55-59,MALE,0.0019440706376433483
28,50-54,FEMALE,0.00012160556722308211
20,85+,MALE,0.0009735150430716007
28,25-29,FEMALE,0.00007205790094311981
19,85+,FEMALE,0.0003860741511106412
45,50-54,MALE,0.0010596878420548665
50,55-59,FEMALE,0.000018488738130739232
46,15-19,FEMALE,0.00002009789063336841
50,55-59,MALE,0.000015326239050571596
18,60-64,MALE,0.0017206107174183901
34,65-69,MALE,0.01656599839645442
19,40-44,MALE,0.000777483462226436
31,50-54,MALE,0.00013627048394404876
05,40-44,FEMALE,0.00018677010975528153
51,0-4,FEMALE,0.01802193356100581
35,50-54,FEMALE,0.0004528957535052319
51,30-34,FEMALE,0.01851551089324142
48,45-49,MALE,0.19407004562884825
20,0-4,MALE,0.0009542221862531735
39,75-79,FEMALE,0.007970323010016532
08,45-49,FEMALE,0.004996842120516914
34,20-24,MALE,0.012664865100877758
21,15-19,MALE,0.0008625766667618325
32,35-39,MALE,0.0008508020636610733
35,60-64,MALE,0.00039441197407997077
40,85+,MALE,0.0008672312891597608
19,75-79,MALE,0.00042963559300473846
41,50-54,MALE,0.0014439938853931088
31,75-79,FEMALE,0.0002467740309269884
45,85+,MALE,0.001311307735164899
32,60-64,FEMALE,0.0013777941494224459
04,65-69,MALE,0.019166765958571412
50,35-39,MALE,6.67374276160958e-6
51,40-44,MALE,0.019354793316303603
25,15-19,FEMALE,0.022340739868821447
40,80-84,FEMALE,0.0007596464564825393
34,85+,MALE,0.019951039718668503
33,60-64,FEMALE,0.00013978815987875228
50,35-39,FEMALE,8.071149664744076e-6
26,65-69,FEMALE,0.005542777707100825
09,25-29,MALE,0.002422798985051113
34,55-59,FEMALE,0.01620790290955226
25,60-64,MALE,0.011554864740273901
34,70-74,MALE,0.0140426639854386
41,30-34,FEMALE,0.0019257657761517974
72,80-84,FEMALE,0.00007406469093939549
32,0-4,FEMALE,0.0006082239426861655
08,80-84,MALE,0.0046235729788652955
33,10-14,FEMALE,0.0001023454662796533
30,60-64,FEMALE,0.00002886297872996519
28,40-44,FEMALE,0.00010731056267801055
22,0-4,FEMALE,0.0005082750329077679
50,80-84,FEMALE,0.000020947077676479172
09,35-39,FEMALE,0.002314711953388977
26,45-49,MALE,0.009439965959916436
24,30-34,MALE,0.007892326001198631
28,45-49,FEMALE,0.00009942530805489671
10,30-34,FEMALE,0.00013430214589161006
54,85+,MALE,0.00003484057099352933
16,10-14,FEMALE,0.00008985789792872616
23,50-54,FEMALE,0.0000765935549131635
16,0-4,FEMALE,0.00005276062896402046
54,15-19,MALE,0.000026204092285543504
23,30-34,FEMALE,0.00006842285795432495
54,45-49,MALE,0.000013926065183431278
05,0-4,MALE,0.00035249189463234956
30,0-4,FEMALE,0.000023106161975377754
33,15-19,FEMALE,0.00012786546150556706
44,80-84,MALE,0.00016033689075546114
04,85+,FEMALE,0.010594371302816832
24,75-79,MALE,0.007335089631945566
46,65-69,MALE,0.00001301814489312317
72,20-24,MALE,0.000020396357908702525
55,75-79,FEMALE,0.0012716854484736745
22,20-24,MALE,0.0011825541514927233
54,65-69,FEMALE,6.863763412600004e-6
05,45-49,MALE,0.00010981473780545534
16,35-39,FEMALE,0.00002185895995637771
13,40-44,MALE,0.008867344516781126
35,30-34,MALE,0.0006086508752308139
48,10-14,MALE,0.21997138898526555
29,20-24,MALE,0.002263394438910709
50,20-24,MALE,0.00003975071484552291
11,40-44,MALE,0.00045722836101690773
51,55-59,FEMALE,0.01421143502697684
20,35-39,FEMALE,0.0007681754643003431
22,60-64,MALE,0.000722610059626275
24,65-69,FEMALE,0.007841636054397557
50,60-64,MALE,0.000012800558000239083
21,75-79,FEMALE,0.0004458852455997213
56,5-9,FEMALE,2.728324018618188e-6
09,40-44,FEMALE,0.002348657725707015
55,35-39,MALE,0.0011551371009190562
21,85+,MALE,0.0006318883999817257
20,80-84,FEMALE,0.0006325976385595382
72,75-79,MALE,0.00005418190921403077
55,25-29,MALE,0.0011104036797194598
41,5-9,FEMALE,0.0017844918187069098
11,55-59,FEMALE,0.0004084725813547384
26,30-34,FEMALE,0.009442645915909029
36,50-54,MALE,0.09514184099043232
08,45-49,MALE,0.005656565055253867
48,60-64,MALE,0.16071224862777617
51,35-39,MALE,0.019172360165471497
42,0-4,MALE,0.012723082218910529
46,55-59,FEMALE,0.000027099788269645913
05,0-4,FEMALE,0.0003432211924098516
35,40-44,FEMALE,0.00029883156690960655
12,55-59,FEMALE,0.1409257883366212
27,30-34,MALE,0.0034325963139432885
53,85+,MALE,0.011036772377059618
35,55-59,FEMALE,0.00040214570880099735
12,20-24,FEMALE,0.08852274636165836
11,5-9,FEMALE,0.00036421659762968077
08,25-29,FEMALE,0.005430868293642322
39,20-24,FEMALE,0.006646558584637576
05,20-24,FEMALE,0.00017291362720210264
17,45-49,FEMALE,0.01915934475989529
39,65-69,FEMALE,0.0055128374977320704
12,5-9,FEMALE,0.12211501561364155
19,60-64,FEMALE,0.0004599453646823083
40,85+,FEMALE,0.0007596464564825393
02,5-9,MALE,0.00007234597610265984
39,45-49,MALE,0.006394597244784911
15,80-84,FEMALE,0.0010841618696626606
42,85+,FEMALE,0.014269777725547904
06,25-29,FEMALE,0.4344168338087314
13,85+,FEMALE,0.006399686482213327
41,55-59,FEMALE,0.0018537481167629362
16,40-44,FEMALE,0.00013160069004217862
24,20-24,MALE,0.006510665852943315
56,20-24,FEMALE,0.00001582363806078673
32,0-4,MALE,0.0005827906729449638
33,65-69,MALE,0.00008147721370053504
09,70-74,FEMALE,0.0015880616284361464
72,50-54,FEMALE,0.00006732916424099132
41,85+,MALE,0.0015418857068689887
51,85+,MALE,0.011385789670812158
23,80-84,MALE,0.00007626450201095742
56,75-79,FEMALE,7.84077868321544e-6
09,65-69,FEMALE,0.0022397037518166454
27,55-59,FEMALE,0.0028856479299689793
45,70-74,FEMALE,0.0006277616861290984
35,45-49,FEMALE,0.0004640416879308701
16,0-4,MALE,0.00008245746703311326
38,30-34,MALE,0.00002775725563608872
53,45-49,MALE,0.011645450535242139
48,45-49,FEMALE,0.16647537154156708
21,60-64,FEMALE,0.0002726830161234836
42,50-54,FEMALE,0.010356866962117506
56,45-49,FEMALE,0.0
15,10-14,FEMALE,0.0010240883991907413
06,20-24,FEMALE,0.450311240579863
55,50-54,FEMALE,0.000983494110234419
47,40-44,MALE,0.0019095094252423628
56,15-19,MALE,4.667963351159826e-6
02,40-44,MALE,0.00008586558582004003
41,85+,FEMALE,0.0015545319216131112
15,55-59,MALE,0.0012028636122861397
40,30-34,MALE,0.001092687012576251
16,25-29,MALE,0.00024366860841830792
09,10-14,MALE,0.0022532175309518147
22,40-44,MALE,0.0009528254300801063
50,30-34,FEMALE,0.000011893943057220724
30,55-59,FEMALE,8.954349643710963e-6
36,25-29,MALE,0.11361966354486042
28,70-74,FEMALE,0.0000820143525018696
05,5-9,FEMALE,0.000275347950366774
23,20-24,MALE,0.00006934372078958183
13,50-54,FEMALE,0.010894593876091747
33,60-64,MALE,0.00014444335198720898
40,55-59,FEMALE,0.0010942355880091963
04,15-19,FEMALE,0.006308356538817271
20,70-74,FEMALE,0.00038489832758064496
22,70-74,MALE,0.0004754752079166676
36,15-19,MALE,0.11100117095902173
39,10-14,FEMALE,0.005671508439987841
45,25-29,FEMALE,0.000962097801171054
44,65-69,MALE,0.00006720396812531394
45,35-39,FEMALE,0.0010780133565041268
29,85+,FEMALE,0.001196676427676282
48,65-69,MALE,0.12547175223550072
25,85+,MALE,0.013882631909818326
16,5-9,MALE,0.00014058051059600855
20,5-9,MALE,0.0009408377795731823
09,0-4,MALE,0.0028725934268748147
46,10-14,MALE,0.000024595571817135974
09,50-54,MALE,0.002049346301294135
51,80-84,FEMALE,0.011743700831766558
12,80-84,FEMALE,0.2075605573033268
01,75-79,MALE,0.0002548476561852568
01,85+,MALE,0.0002548476561852568
44,10-14,FEMALE,0.00020108085615108288
26,15-19,MALE,0.01165414898586902
20,40-44,MALE,0.0009623250045128777
25,75-79,FEMALE,0.01544110202833045
04,50-54,FEMALE,0.008413949754917906
06,10-14,MALE,0.3855168474905323
10,15-19,FEMALE,0.00004933337442600868
32,80-84,FEMALE,0.0015428131953796583
18,35-39,MALE,0.0016968726352790957
17,10-14,MALE,0.0177369288224153
45,75-79,FEMALE,0.001039614417804015
40,55-59,MALE,0.0012360391268009063
13,5-9,FEMALE,0.008986118506609797
36,35-39,FEMALE,0.11066279088326465
48,0-4,FEMALE,0.18929043605328952
21,5-9,FEMALE,0.0006019862008586553
72,80-84,MALE,0.00005418190921403077
27,70-74,MALE,0.003050330100760317
49,15-19,MALE,0.001854877367486497
35,80-84,MALE,0.00045681641645601065
45,15-19,FEMALE,0.0008989903517220021
18,25-29,MALE,0.0018591309096993522
42,30-34,MALE,0.01312851983366238
46,35-39,FEMALE,0.000012247487844943951
10,0-4,FEMALE,0.0001042689830317467
20,10-14,MALE,0.0009408377795731823
17,80-84,MALE,0.01616712715094381
08,15-19,FEMALE,0.0056167888746904305
49,25-29,FEMALE,0.0009955909447968852
41,60-64,MALE,0.0017750627901473846
31,65-69,MALE,0.00019963557509419601
42,55-59,MALE,0.01599988950325205
02,75-79,MALE,0.000045608863171348424
10,85+,MALE,0.0001132867283881291
06,60-64,MALE,0.40873201714816176
49,35-39,MALE,0.001128435669327834
49,65-69,MALE,0.0014542938702317935
46,85+,MALE,0.00003739291412418207
12,0-4,MALE,0.1034298194002693
45,10-14,FEMALE,0.0007991155329087468
25,25-29,FEMALE,0.018660270134681738
04,35-39,MALE,0.009809561988744194
15,65-69,MALE,0.0012537613023136222
25,35-39,FEMALE,0.01601108003270362
17,65-69,MALE,0.01600735170430969
47,65-69,MALE,0.0012429369205198622
34,40-44,FEMALE,0.01759792724976931
09,85+,MALE,0.002285524400782399
56,0-4,MALE,9.634940869361953e-6
39,35-39,FEMALE,0.005537880543881978
19,65-69,MALE,0.00038073726702558976
40,45-49,FEMALE,0.0008922868186929429
28,80-84,MALE,0.00012200349662786496
37,85+,FEMALE,0.005528462609852432
31,10-14,MALE,0.00025056540462970356
46,55-59,MALE,0.00003120251244813105
05,5-9,MALE,0.00028307774230935365
36,5-9,FEMALE,0.10110627664307437
09,35-39,MALE,0.002179440390943945
49,85+,MALE,0.0010514213078630843
15,60-64,MALE,0.0009619059827962815
41,20-24,MALE,0.0023973164288724324
33,50-54,MALE,0.00012739436695773467
17,75-79,MALE,0.01616712715094381
56,50-54,FEMALE,1.9983936997717274e-6
25,20-24,MALE,0.018983009218991615
34,35-39,MALE,0.01508611437345769
23,70-74,FEMALE,0.0001117425039782284
10,65-69,FEMALE,0.00009286624560948406
38,5-9,MALE,0.00003263131505111503
51,0-4,MALE,0.017167178472760294
04,20-24,FEMALE,0.00826937396168099
12,60-64,MALE,0.1731530936537975
45,80-84,MALE,0.001311307735164899
27,0-4,MALE,0.004360686141765911
44,60-64,MALE,0.0001456124757239201
17,60-64,MALE,0.01918363094706111
18,10-14,MALE,0.0019288031754412793
16,50-54,FEMALE,0.00012051758631575156
12,50-54,FEMALE,0.16979353198721378
51,30-34,MALE,0.017716631347895306
18,45-49,FEMALE,0.0017696140620468877
12,45-49,FEMALE,0.15286374273114536
02,60-64,MALE,0.00007359014340892531
53,20-24,FEMALE,0.01404220731516706
24,55-59,FEMALE,0.009695365195145847
28,20-24,FEMALE,0.00008616414019484293
06,40-44,FEMALE,0.40438602936509344
56,10-14,FEMALE,2.728324018618188e-6
01,85+,FEMALE,0.00024207668298528902
51,15-19,FEMALE,0.019473119032724216
27,50-54,MALE,0.0022602746677018518
28,10-14,MALE,0.00008113129123341382
09,45-49,MALE,0.001751441687731041
29,60-64,FEMALE,0.0014047839122052859
05,30-34,MALE,0.00040088467034155506
21,50-54,FEMALE,0.0005227605302342619
53,10-14,FEMALE,0.014029854559714863
15,70-74,FEMALE,0.0010427668677526801
47,70-74,FEMALE,0.0008979739154609298
44,45-49,FEMALE,0.00021589402355414307
42,65-69,FEMALE,0.009920321281335204
08,20-24,MALE,0.006001227455332204
55,30-34,FEMALE,0.0011305987140323654
20,40-44,FEMALE,0.0006333044801232667
46,70-74,MALE,7.815859203478146e-6
30,55-59,MALE,9.898999704299485e-6
11,85+,FEMALE,0.00010069383457187517
26,0-4,MALE,0.010583724544946159
01,0-4,FEMALE,0.0006577723253884269
06,80-84,FEMALE,0.43082018297702246
38,55-59,FEMALE,0.0000294139015716306
51,15-19,MALE,0.01862421743889881
26,20-24,MALE,0.010410576423866684
01,20-24,FEMALE,0.0006801937366633645
56,15-19,FEMALE,3.865993232925493e-6
01,65-69,MALE,0.0004366898183522265
47,5-9,FEMALE,0.002300915832711741
10,85+,FEMALE,0.0001168970152451517
18,30-34,FEMALE,0.0018451124041134544
28,45-49,MALE,0.000117673302088002
50,25-29,MALE,9.050340385105708e-6
18,5-9,MALE,0.0019288031754412793
27,20-24,FEMALE,0.003367956505805522
26,75-79,MALE,0.009503003406751885
49,75-79,FEMALE,0.0007661845459886848
53,30-34,MALE,0.018366203230889454
20,35-39,MALE,0.0011667538196794953
72,0-4,MALE,0.000031485781482990544
42,35-39,FEMALE,0.01081100137925863
01,10-14,MALE,0.000730002070802596
05,65-69,MALE,0.00014710431669030257
20,45-49,FEMALE,0.0005062337079654177
38,50-54,MALE,0.000031824832998859674
17,40-44,MALE,0.019640217915202558
23,20-24,FEMALE,0.00008978900263723343
72,85+,MALE,0.00005418190921403077
56,80-84,FEMALE,7.84077868321544e-6
25,65-69,MALE,0.01309425299539357
47,45-49,MALE,0.002592054514448133
55,65-69,MALE,0.0008103529669801404
15,0-4,FEMALE,0.001279285671835156
46,0-4,MALE,0.000029705274465612924
01,55-59,MALE,0.0006309009955423678
16,20-24,MALE,0.00044980817544757314
18,10-14,FEMALE,0.001875749415265181
10,35-39,FEMALE,0.00008729696049954687
37,55-59,FEMALE,0.006311822303450313
21,80-84,FEMALE,0.0004458852455997213
04,15-19,MALE,0.008048434202742661
17,85+,FEMALE,0.016330778496307267
