GEOID,AGE_GROUP,SEX,index,MORTALITY_RATE_100K
01,0-4,FEMALE,109549.0,161.24
01,0-4,MALE,109548.0,203.62000000000003
02,0-4,FEMALE,109551.0,131.36
02,0-4,MALE,109550.0,169.82
04,0-4,FEMALE,109553.0,122.28000000000002
04,0-4,MALE,109552.0,145.14
05,0-4,FEMALE,109555.0,174.14
05,0-4,MALE,109554.0,195.52
06,0-4,FEMALE,109557.0,85.5
06,0-4,MALE,109556.0,101.08000000000001
08,0-4,FEMALE,109559.0,102.58000000000001
08,0-4,MALE,109558.0,115.16000000000001
09,0-4,FEMALE,109561.0,87.4
09,0-4,MALE,109560.0,116.92
10,0-4,FEMALE,109563.0,137.58
10,0-4,MALE,109562.0,151.6
11,0-4,FEMALE,109565.0,122.42
11,0-4,MALE,109564.0,137.56
12,0-4,FEMALE,109567.0,127.60000000000001
12,0-4,MALE,109566.0,154.0
13,0-4,FEMALE,109569.0,148.28
13,0-4,MALE,109568.0,170.82
15,0-4,FEMALE,109571.0,103.24000000000001
15,0-4,MALE,109570.0,130.35999999999999
16,0-4,FEMALE,109573.0,110.64
16,0-4,MALE,109572.0,123.92000000000002
17,0-4,FEMALE,109575.0,116.9
17,0-4,MALE,109574.0,140.01999999999998
18,0-4,FEMALE,109577.0,145.72000000000003
18,0-4,MALE,109576.0,174.14000000000001
19,0-4,FEMALE,109579.0,94.16
19,0-4,MALE,109578.0,132.62
20,0-4,FEMALE,109581.0,128.56
20,0-4,MALE,109580.0,150.42000000000002
21,0-4,FEMALE,109583.0,137.58
21,0-4,MALE,109582.0,152.26000000000002
22,0-4,FEMALE,109585.0,168.56
22,0-4,MALE,109584.0,194.64000000000004
23,0-4,FEMALE,109587.0,129.64
23,0-4,MALE,109586.0,136.24
24,0-4,FEMALE,109589.0,128.16
24,0-4,MALE,109588.0,144.04000000000002
25,0-4,FEMALE,109591.0,68.8
25,0-4,MALE,109590.0,88.48
26,0-4,FEMALE,109593.0,135.54
26,0-4,MALE,109592.0,158.58
27,0-4,FEMALE,109595.0,100.34000000000002
27,0-4,MALE,109594.0,116.08000000000001
28,0-4,FEMALE,109597.0,186.92000000000002
28,0-4,MALE,109596.0,240.76
29,0-4,FEMALE,109599.0,130.94
29,0-4,MALE,109598.0,159.12000000000003
30,0-4,FEMALE,109601.0,109.24000000000001
30,0-4,MALE,109600.0,138.94
31,0-4,FEMALE,109603.0,118.36
31,0-4,MALE,109602.0,144.54000000000002
32,0-4,FEMALE,109605.0,109.04
32,0-4,MALE,109604.0,137.3
33,0-4,FEMALE,109607.0,77.60000000000001
33,0-4,MALE,109606.0,97.42000000000002
34,0-4,FEMALE,109609.0,80.18
34,0-4,MALE,109608.0,98.84000000000002
35,0-4,FEMALE,109611.0,118.24000000000001
35,0-4,MALE,109610.0,136.56
36,0-4,FEMALE,109613.0,86.12
36,0-4,MALE,109612.0,104.52000000000001
37,0-4,FEMALE,109615.0,145.56
37,0-4,MALE,109614.0,174.94000000000003
38,0-4,FEMALE,109617.0,97.92
38,0-4,MALE,109616.0,141.46
39,0-4,FEMALE,109619.0,147.72
39,0-4,MALE,109618.0,176.02
40,0-4,FEMALE,109621.0,146.06000000000003
40,0-4,MALE,109620.0,174.44
41,0-4,FEMALE,109623.0,85.76
41,0-4,MALE,109622.0,111.8
42,0-4,FEMALE,109625.0,120.86000000000001
42,0-4,MALE,109624.0,142.16000000000003
44,0-4,FEMALE,109627.0,86.88000000000001
44,0-4,MALE,109626.0,120.84
45,0-4,FEMALE,109629.0,155.98000000000002
45,0-4,MALE,109628.0,175.45999999999998
46,0-4,FEMALE,109631.0,163.22
46,0-4,MALE,109630.0,165.9
47,0-4,FEMALE,109633.0,136.44
47,0-4,MALE,109632.0,179.54
48,0-4,FEMALE,109635.0,121.28000000000002
48,0-4,MALE,109634.0,144.48000000000002
49,0-4,FEMALE,109637.0,108.50000000000001
49,0-4,MALE,109636.0,127.91999999999999
50,0-4,FEMALE,109639.0,68.7
50,0-4,MALE,109638.0,91.47999999999999
51,0-4,FEMALE,109641.0,125.20000000000002
51,0-4,MALE,109640.0,145.0
53,0-4,FEMALE,109643.0,96.0
53,0-4,MALE,109642.0,112.04
54,0-4,FEMALE,109645.0,137.58
54,0-4,MALE,109644.0,180.18
55,0-4,FEMALE,109647.0,127.82
55,0-4,MALE,109646.0,138.04000000000002
56,0-4,FEMALE,109649.0,125.26
56,0-4,MALE,109648.0,130.08
01,5-9,FEMALE,1123.0,15.699999999999998
01,5-9,MALE,1122.0,19.9
02,5-9,FEMALE,2636.0,10.0
02,5-9,MALE,2635.0,23.8
04,5-9,FEMALE,3265.0,10.2
04,5-9,MALE,3264.0,14.3
05,5-9,FEMALE,4795.0,14.2
05,5-9,MALE,4794.0,19.1
06,5-9,FEMALE,7056.0,8.2
06,5-9,MALE,7055.0,9.2
08,5-9,FEMALE,9130.0,8.0
08,5-9,MALE,9129.0,12.1
09,5-9,FEMALE,10235.0,6.7
09,5-9,MALE,10234.0,8.4
10,5-9,FEMALE,10303.0,10.5
10,5-9,MALE,10302.0,12.699999999999998
11,5-9,FEMALE,10371.0,10.5
11,5-9,MALE,10370.0,12.7
12,5-9,FEMALE,11527.0,11.3
12,5-9,MALE,11526.0,13.7
13,5-9,FEMALE,15352.0,11.6
13,5-9,MALE,15351.0,15.900000000000002
15,5-9,FEMALE,18123.0,8.7
15,5-9,MALE,18122.0,10.2
16,5-9,FEMALE,18956.0,12.5
16,5-9,MALE,18955.0,13.6
17,5-9,FEMALE,21438.0,11.6
17,5-9,MALE,21437.0,12.4
18,5-9,FEMALE,24736.0,11.6
18,5-9,MALE,24735.0,16.4
19,5-9,FEMALE,29650.5,9.8
19,5-9,MALE,29648.5,15.7
20,5-9,FEMALE,34817.0,14.0
20,5-9,MALE,34816.0,12.3
21,5-9,FEMALE,38642.0,14.5
21,5-9,MALE,38641.0,15.8
22,5-9,FEMALE,41770.0,13.6
22,5-9,MALE,41769.0,19.1
23,5-9,FEMALE,43130.0,7.2
23,5-9,MALE,43129.0,9.2
24,5-9,FEMALE,43810.0,11.5
24,5-9,MALE,43809.0,9.9
25,5-9,FEMALE,44456.0,7.6
25,5-9,MALE,44455.0,8.0
26,5-9,FEMALE,46105.0,11.1
26,5-9,MALE,46104.0,15.1
27,5-9,FEMALE,48995.0,10.1
27,5-9,MALE,48994.0,11.3
28,5-9,FEMALE,51868.0,19.0
28,5-9,MALE,51867.0,24.9
29,5-9,FEMALE,55217.0,11.4
29,5-9,MALE,55216.0,15.7
30,5-9,FEMALE,58124.0,14.5
30,5-9,MALE,58123.0,17.8
31,5-9,FEMALE,60657.0,11.1
31,5-9,MALE,60656.0,13.1
32,5-9,FEMALE,62527.0,12.1
32,5-9,MALE,62526.0,14.2
33,5-9,FEMALE,62986.0,7.2
33,5-9,MALE,62985.0,15.4
34,5-9,FEMALE,63513.0,6.9
34,5-9,MALE,63512.0,7.799999999999999
35,5-9,FEMALE,64431.0,13.3
35,5-9,MALE,64430.0,13.7
36,5-9,FEMALE,66046.0,10.6
36,5-9,MALE,66045.0,11.1
37,5-9,FEMALE,68800.0,12.6
37,5-9,MALE,68799.0,14.8
38,5-9,FEMALE,71401.0,9.6
38,5-9,MALE,71400.0,12.699999999999998
39,5-9,FEMALE,73798.0,10.5
39,5-9,MALE,73797.0,13.9
40,5-9,FEMALE,76586.0,14.5
40,5-9,MALE,76585.0,18.9
41,5-9,FEMALE,78490.0,7.599999999999999
41,5-9,MALE,78489.0,11.3
42,5-9,FEMALE,80241.0,9.8
42,5-9,MALE,80240.0,14.3
44,5-9,FEMALE,81465.0,7.2
44,5-9,MALE,81464.0,9.2
45,5-9,FEMALE,82332.0,14.2
45,5-9,MALE,82331.0,17.8
46,5-9,FEMALE,84219.0,9.6
46,5-9,MALE,84218.0,13.3
47,5-9,FEMALE,86939.0,14.4
47,5-9,MALE,86938.0,16.2
48,5-9,FEMALE,92855.0,10.5
48,5-9,MALE,92854.0,12.6
49,5-9,FEMALE,97649.0,9.7
49,5-9,MALE,97648.0,11.8
50,5-9,FEMALE,98380.0,7.2
50,5-9,MALE,98379.0,9.2
51,5-9,FEMALE,100862.0,10.4
51,5-9,MALE,100861.0,12.3
53,5-9,FEMALE,103769.0,10.4
53,5-9,MALE,103768.0,9.3
54,5-9,FEMALE,105367.0,10.4
54,5-9,MALE,105366.0,13.9
55,5-9,FEMALE,107526.0,11.3
55,5-9,MALE,107525.0,14.1
56,5-9,FEMALE,109141.0,9.6
56,5-9,MALE,109140.0,12.7
01,10-14,FEMALE,1125.0,13.0
01,10-14,MALE,1124.0,31.0
02,10-14,FEMALE,2638.0,17.4
02,10-14,MALE,2637.0,32.5
04,10-14,FEMALE,3267.0,16.5
04,10-14,MALE,3266.0,21.7
05,10-14,FEMALE,4797.0,18.7
05,10-14,MALE,4796.0,28.5
06,10-14,FEMALE,7058.0,10.9
06,10-14,MALE,7057.0,13.6
08,10-14,FEMALE,9132.0,17.1
08,10-14,MALE,9131.0,22.4
09,10-14,FEMALE,10237.0,9.8
09,10-14,MALE,10236.0,11.1
10,10-14,FEMALE,10305.0,15.0
10,10-14,MALE,10304.0,18.2
11,10-14,FEMALE,10373.0,12.3
11,10-14,MALE,10372.0,30.7
12,10-14,FEMALE,11529.0,13.2
12,10-14,MALE,11528.0,19.1
13,10-14,FEMALE,15354.0,15.400000000000002
13,10-14,MALE,15353.0,24.1
15,10-14,FEMALE,18125.0,12.5
15,10-14,MALE,18124.0,20.9
16,10-14,FEMALE,18958.0,16.9
16,10-14,MALE,18957.0,23.3
17,10-14,FEMALE,21440.0,12.4
17,10-14,MALE,21439.0,18.1
18,10-14,FEMALE,24738.0,15.8
18,10-14,MALE,24737.0,22.1
19,10-14,FEMALE,29654.5,13.900000000000002
19,10-14,MALE,29652.5,21.1
20,10-14,FEMALE,34819.0,14.2
20,10-14,MALE,34818.0,23.4
21,10-14,FEMALE,38644.0,18.0
21,10-14,MALE,38643.0,25.0
22,10-14,FEMALE,41772.0,21.6
22,10-14,MALE,41771.0,28.7
23,10-14,FEMALE,43132.0,11.9
23,10-14,MALE,43131.0,21.5
24,10-14,FEMALE,43812.0,12.6
24,10-14,MALE,43811.0,16.9
25,10-14,FEMALE,44458.0,8.3
25,10-14,MALE,44457.0,10.7
26,10-14,FEMALE,46107.0,14.2
26,10-14,MALE,46106.0,19.4
27,10-14,FEMALE,48997.0,12.4
27,10-14,MALE,48996.0,16.3
28,10-14,FEMALE,51870.0,22.2
28,10-14,MALE,51869.0,34.1
29,10-14,FEMALE,55219.0,14.8
29,10-14,MALE,55218.0,25.2
30,10-14,FEMALE,58126.0,22.0
30,10-14,MALE,58125.0,28.2
31,10-14,FEMALE,60659.0,13.6
31,10-14,MALE,60658.0,20.3
32,10-14,FEMALE,62529.0,13.8
32,10-14,MALE,62528.0,19.7
33,10-14,FEMALE,62988.0,14.4
33,10-14,MALE,62987.0,12.1
34,10-14,FEMALE,63515.0,9.6
34,10-14,MALE,63514.0,12.0
35,10-14,FEMALE,64433.0,15.900000000000002
35,10-14,MALE,64432.0,26.1
36,10-14,FEMALE,66048.0,10.6
36,10-14,MALE,66047.0,14.3
37,10-14,FEMALE,68802.0,14.0
37,10-14,MALE,68801.0,21.3
38,10-14,FEMALE,71403.0,16.3
38,10-14,MALE,71402.0,26.5
39,10-14,FEMALE,73800.0,14.3
39,10-14,MALE,73799.0,24.2
40,10-14,FEMALE,76588.0,18.6
40,10-14,MALE,76587.0,29.0
41,10-14,FEMALE,78492.0,10.2
41,10-14,MALE,78491.0,15.199999999999998
42,10-14,FEMALE,80243.0,11.8
42,10-14,MALE,80242.0,19.1
44,10-14,FEMALE,81467.0,10.1
44,10-14,MALE,81466.0,13.5
45,10-14,FEMALE,82334.0,16.4
45,10-14,MALE,82333.0,25.3
46,10-14,FEMALE,84221.0,17.2
46,10-14,MALE,84220.0,24.5
47,10-14,FEMALE,86941.0,15.0
47,10-14,MALE,86940.0,22.3
48,10-14,FEMALE,92857.0,13.9
48,10-14,MALE,92856.0,19.4
49,10-14,FEMALE,97651.0,14.1
49,10-14,MALE,97650.0,18.8
50,10-14,FEMALE,98382.0,10.1
50,10-14,MALE,98381.0,12.1
51,10-14,FEMALE,100864.0,12.4
51,10-14,MALE,100863.0,16.9
53,10-14,FEMALE,103771.0,12.6
53,10-14,MALE,103770.0,18.3
54,10-14,FEMALE,105369.0,13.9
54,10-14,MALE,105368.0,23.7
55,10-14,FEMALE,107528.0,14.399999999999999
55,10-14,MALE,107527.0,19.1
56,10-14,FEMALE,109143.0,16.3
56,10-14,MALE,109142.0,36.8
01,15-19,FEMALE,1127.0,38.8
01,15-19,MALE,1126.0,117.2
02,15-19,FEMALE,2640.0,80.3
02,15-19,MALE,2639.0,127.2
04,15-19,FEMALE,3269.0,41.4
04,15-19,MALE,3268.0,103.7
05,15-19,FEMALE,4799.0,40.7
05,15-19,MALE,4798.0,117.1
06,15-19,FEMALE,7060.0,26.4
06,15-19,MALE,7059.0,63.5
08,15-19,FEMALE,9134.0,39.4
08,15-19,MALE,9133.0,98.8
09,15-19,FEMALE,10239.0,21.3
09,15-19,MALE,10238.0,52.1
10,15-19,FEMALE,10307.0,30.100000000000005
10,15-19,MALE,10306.0,85.8
11,15-19,FEMALE,10375.0,33.2
11,15-19,MALE,10374.0,156.2
12,15-19,FEMALE,11531.0,32.8
12,15-19,MALE,11530.0,80.4
13,15-19,FEMALE,15356.0,38.0
13,15-19,MALE,15355.0,93.4
15,15-19,FEMALE,18127.0,20.5
15,15-19,MALE,18126.0,51.9
16,15-19,FEMALE,18960.0,35.6
16,15-19,MALE,18959.0,77.5
17,15-19,FEMALE,21442.0,30.3
17,15-19,MALE,21441.0,87.0
18,15-19,FEMALE,24740.0,37.6
18,15-19,MALE,24739.0,99.3
19,15-19,FEMALE,29658.5,31.0
19,15-19,MALE,29656.5,65.8
20,15-19,FEMALE,34821.0,43.4
20,15-19,MALE,34820.0,98.9
21,15-19,FEMALE,38646.0,44.2
21,15-19,MALE,38645.0,94.1
22,15-19,FEMALE,41774.0,50.7
22,15-19,MALE,41773.0,144.3
23,15-19,FEMALE,43134.0,30.5
23,15-19,MALE,43133.0,64.0
24,15-19,FEMALE,43814.0,28.8
24,15-19,MALE,43813.0,78.7
25,15-19,FEMALE,44460.0,16.8
25,15-19,MALE,44459.0,41.0
26,15-19,FEMALE,46109.0,30.4
26,15-19,MALE,46108.0,68.7
27,15-19,FEMALE,48999.0,35.5
27,15-19,MALE,48998.0,63.3
28,15-19,FEMALE,51872.0,46.9
28,15-19,MALE,51871.0,144.5
29,15-19,FEMALE,55221.0,41.0
29,15-19,MALE,55220.0,113.3
30,15-19,FEMALE,58128.0,63.3
30,15-19,MALE,58127.0,122.6
31,15-19,FEMALE,60661.0,34.3
31,15-19,MALE,60660.0,73.7
32,15-19,FEMALE,62531.0,38.4
32,15-19,MALE,62530.0,85.6
33,15-19,FEMALE,62990.0,18.5
33,15-19,MALE,62989.0,50.1
34,15-19,FEMALE,63517.0,20.6
34,15-19,MALE,63516.0,46.9
35,15-19,FEMALE,64435.0,49.5
35,15-19,MALE,64434.0,129.6
36,15-19,FEMALE,66050.0,20.0
36,15-19,MALE,66049.0,46.4
37,15-19,FEMALE,68804.0,35.2
37,15-19,MALE,68803.0,96.1
38,15-19,FEMALE,71405.0,35.7
38,15-19,MALE,71404.0,81.3
39,15-19,FEMALE,73802.0,30.5
39,15-19,MALE,73801.0,79.4
40,15-19,FEMALE,76590.0,46.9
40,15-19,MALE,76589.0,95.3
41,15-19,FEMALE,78494.0,32.6
41,15-19,MALE,78493.0,76.8
42,15-19,FEMALE,80245.0,26.4
42,15-19,MALE,80244.0,71.1
44,15-19,FEMALE,81469.0,19.0
44,15-19,MALE,81468.0,35.8
45,15-19,FEMALE,82336.0,38.1
45,15-19,MALE,82335.0,111.9
46,15-19,FEMALE,84223.0,59.6
46,15-19,MALE,84222.0,94.1
47,15-19,FEMALE,86943.0,45.5
47,15-19,MALE,86942.0,114.7
48,15-19,FEMALE,92859.0,33.5
48,15-19,MALE,92858.0,88.0
49,15-19,FEMALE,97653.0,28.7
49,15-19,MALE,97652.0,73.0
50,15-19,FEMALE,98384.0,28.8
50,15-19,MALE,98383.0,56.8
51,15-19,FEMALE,100866.0,29.5
51,15-19,MALE,100865.0,79.3
53,15-19,FEMALE,103773.0,34.3
53,15-19,MALE,103772.0,73.5
54,15-19,FEMALE,105371.0,42.3
54,15-19,MALE,105370.0,75.8
55,15-19,FEMALE,107530.0,30.5
55,15-19,MALE,107529.0,71.6
56,15-19,FEMALE,109145.0,45.7
56,15-19,MALE,109144.0,113.8
01,20-24,FEMALE,1129.0,77.8
01,20-24,MALE,1128.0,200.1
02,20-24,FEMALE,2642.0,102.6
02,20-24,MALE,2641.0,214.6
04,20-24,FEMALE,3271.0,63.2
04,20-24,MALE,3270.0,179.7
05,20-24,FEMALE,4801.0,73.6
05,20-24,MALE,4800.0,183.0
06,20-24,FEMALE,7062.0,44.2
06,20-24,MALE,7061.0,128.9
08,20-24,FEMALE,9136.0,59.5
08,20-24,MALE,9135.0,156.3
09,20-24,FEMALE,10241.0,39.0
09,20-24,MALE,10240.0,104.8
10,20-24,FEMALE,10309.0,68.8
10,20-24,MALE,10308.0,167.2
11,20-24,FEMALE,10377.0,41.3
11,20-24,MALE,10376.0,219.0
12,20-24,FEMALE,11533.0,57.0
12,20-24,MALE,11532.0,154.2
13,20-24,FEMALE,15358.0,61.2
13,20-24,MALE,15357.0,172.8
15,20-24,FEMALE,18129.0,39.0
15,20-24,MALE,18128.0,87.9
16,20-24,FEMALE,18962.0,48.5
16,20-24,MALE,18961.0,144.1
17,20-24,FEMALE,21444.0,52.0
17,20-24,MALE,21443.0,145.6
18,20-24,FEMALE,24742.0,68.0
18,20-24,MALE,24741.0,162.2
19,20-24,FEMALE,29662.5,37.8
19,20-24,MALE,29660.5,104.1
20,20-24,FEMALE,34823.0,50.3
20,20-24,MALE,34822.0,139.6
21,20-24,FEMALE,38648.0,75.4
21,20-24,MALE,38647.0,170.4
22,20-24,FEMALE,41776.0,82.8
22,20-24,MALE,41775.0,235.4
23,20-24,FEMALE,43136.0,42.1
23,20-24,MALE,43135.0,140.2
24,20-24,FEMALE,43816.0,53.4
24,20-24,MALE,43815.0,173.30000000000004
25,20-24,FEMALE,44462.0,31.0
25,20-24,MALE,44461.0,86.6
26,20-24,FEMALE,46111.0,54.0
26,20-24,MALE,46110.0,128.2
27,20-24,FEMALE,49001.0,48.8
27,20-24,MALE,49000.0,120.3
28,20-24,FEMALE,51874.0,91.5
28,20-24,MALE,51873.0,235.0
29,20-24,FEMALE,55223.0,72.3
29,20-24,MALE,55222.0,187.9
30,20-24,FEMALE,58130.0,61.8
30,20-24,MALE,58129.0,149.3
31,20-24,FEMALE,60663.0,49.6
31,20-24,MALE,60662.0,112.7
32,20-24,FEMALE,62533.0,65.4
32,20-24,MALE,62532.0,164.1
33,20-24,FEMALE,62992.0,50.9
33,20-24,MALE,62991.0,100.3
34,20-24,FEMALE,63519.0,39.5
34,20-24,MALE,63518.0,103.29999999999998
35,20-24,FEMALE,64437.0,86.3
35,20-24,MALE,64436.0,224.0
36,20-24,FEMALE,66052.0,37.0
36,20-24,MALE,66051.0,102.8
37,20-24,FEMALE,68806.0,69.1
37,20-24,MALE,68805.0,173.4
38,20-24,FEMALE,71407.0,56.0
38,20-24,MALE,71406.0,123.59999999999998
39,20-24,FEMALE,73804.0,63.0
39,20-24,MALE,73803.0,154.1
40,20-24,FEMALE,76592.0,63.199999999999996
40,20-24,MALE,76591.0,147.2
41,20-24,FEMALE,78496.0,45.3
41,20-24,MALE,78495.0,141.1
42,20-24,FEMALE,80247.0,50.3
42,20-24,MALE,80246.0,142.2
44,20-24,FEMALE,81471.0,38.9
44,20-24,MALE,81470.0,90.1
45,20-24,FEMALE,82338.0,76.7
45,20-24,MALE,82337.0,207.0
46,20-24,FEMALE,84225.0,67.0
46,20-24,MALE,84224.0,151.4
47,20-24,FEMALE,86945.0,80.1
47,20-24,MALE,86944.0,213.3
48,20-24,FEMALE,92861.0,55.1
48,20-24,MALE,92860.0,148.0
49,20-24,FEMALE,97655.0,37.2
49,20-24,MALE,97654.0,104.6
50,20-24,FEMALE,98386.0,41.8
50,20-24,MALE,98385.0,97.3
51,20-24,FEMALE,100868.0,53.0
51,20-24,MALE,100867.0,139.5
53,20-24,FEMALE,103775.0,51.1
53,20-24,MALE,103774.0,129.0
54,20-24,FEMALE,105373.0,70.9
54,20-24,MALE,105372.0,169.9
55,20-24,FEMALE,107532.0,47.0
55,20-24,MALE,107531.0,121.40000000000002
56,20-24,FEMALE,109147.0,62.5
56,20-24,MALE,109146.0,166.2
01,25-29,FEMALE,1131.0,97.4
01,25-29,MALE,1130.0,271.2
02,25-29,FEMALE,2644.0,150.7
02,25-29,MALE,2643.0,218.9
04,25-29,FEMALE,3273.0,89.5
04,25-29,MALE,3272.0,239.7
05,25-29,FEMALE,4803.0,94.2
05,25-29,MALE,4802.0,217.2
06,25-29,FEMALE,7064.0,56.5
06,25-29,MALE,7063.0,165.8
08,25-29,FEMALE,9138.0,71.0
08,25-29,MALE,9137.0,189.5
09,25-29,FEMALE,10243.0,60.7
09,25-29,MALE,10242.0,167.1
10,25-29,FEMALE,10311.0,87.40000000000002
10,25-29,MALE,10310.0,245.5
11,25-29,FEMALE,10379.0,44.5
11,25-29,MALE,10378.0,193.7
12,25-29,FEMALE,11535.0,85.8
12,25-29,MALE,11534.0,206.4
13,25-29,FEMALE,15360.0,86.2
13,25-29,MALE,15359.0,205.5
15,25-29,FEMALE,18131.0,47.2
15,25-29,MALE,18130.0,113.0
16,25-29,FEMALE,18964.0,68.5
16,25-29,MALE,18963.0,156.8
17,25-29,FEMALE,21446.0,69.1
17,25-29,MALE,21445.0,196.2
18,25-29,FEMALE,24744.0,95.7
18,25-29,MALE,24743.0,230.7
19,25-29,FEMALE,29666.5,61.89999999999999
19,25-29,MALE,29664.5,142.3
20,25-29,FEMALE,34825.0,74.1
20,25-29,MALE,34824.0,185.3
21,25-29,FEMALE,38650.0,107.2
21,25-29,MALE,38649.0,226.9
22,25-29,FEMALE,41778.0,106.6
22,25-29,MALE,41777.0,289.6
23,25-29,FEMALE,43138.0,83.7
23,25-29,MALE,43137.0,190.1
24,25-29,FEMALE,43818.0,84.3
24,25-29,MALE,43817.0,229.1
25,25-29,FEMALE,44464.0,52.8
25,25-29,MALE,44463.0,135.3
26,25-29,FEMALE,46113.0,87.6
26,25-29,MALE,46112.0,187.0
27,25-29,FEMALE,49003.0,58.9
27,25-29,MALE,49002.0,158.2
28,25-29,FEMALE,51876.0,120.19999999999999
28,25-29,MALE,51875.0,290.1
29,25-29,FEMALE,55225.0,97.1
29,25-29,MALE,55224.0,247.6
30,25-29,FEMALE,58132.0,85.7
30,25-29,MALE,58131.0,187.9
31,25-29,FEMALE,60665.0,61.2
31,25-29,MALE,60664.0,140.9
32,25-29,FEMALE,62535.0,81.9
32,25-29,MALE,62534.0,187.7
33,25-29,FEMALE,62994.0,79.9
33,25-29,MALE,62993.0,173.1
34,25-29,FEMALE,63521.0,63.2
34,25-29,MALE,63520.0,163.9
35,25-29,FEMALE,64439.0,154.7
35,25-29,MALE,64438.0,340.1
36,25-29,FEMALE,66054.0,55.5
36,25-29,MALE,66053.0,140.0
37,25-29,FEMALE,68808.0,98.3
37,25-29,MALE,68807.0,239.4
38,25-29,FEMALE,71409.0,77.59999999999998
38,25-29,MALE,71408.0,181.4
39,25-29,FEMALE,73806.0,98.9
39,25-29,MALE,73805.0,222.0
40,25-29,FEMALE,76594.0,100.2
40,25-29,MALE,76593.0,202.9
41,25-29,FEMALE,78498.0,64.3
41,25-29,MALE,78497.0,163.8
42,25-29,FEMALE,80249.0,83.5
42,25-29,MALE,80248.0,204.7
44,25-29,FEMALE,81473.0,63.6
44,25-29,MALE,81472.0,136.6
45,25-29,FEMALE,82340.0,104.4
45,25-29,MALE,82339.0,268.7
46,25-29,FEMALE,84227.0,99.5
46,25-29,MALE,84226.0,197.2
47,25-29,FEMALE,86947.0,112.0
47,25-29,MALE,86946.0,259.1
48,25-29,FEMALE,92863.0,68.2
48,25-29,MALE,92862.0,171.0
49,25-29,FEMALE,97657.0,60.2
49,25-29,MALE,97656.0,128.9
50,25-29,FEMALE,98388.0,73.8
50,25-29,MALE,98387.0,176.3
51,25-29,FEMALE,100870.0,76.7
51,25-29,MALE,100869.0,168.8
53,25-29,FEMALE,103777.0,57.7
53,25-29,MALE,103776.0,156.3
54,25-29,FEMALE,105375.0,149.1
54,25-29,MALE,105374.0,288.1
55,25-29,FEMALE,107534.0,70.4
55,25-29,MALE,107533.0,170.9
56,25-29,FEMALE,109149.0,87.3
56,25-29,MALE,109148.0,210.9
01,30-34,FEMALE,1133.0,162.0
01,30-34,MALE,1132.0,338.3
02,30-34,FEMALE,2646.0,215.3
02,30-34,MALE,2645.0,307.6
04,30-34,FEMALE,3275.0,135.3
04,30-34,MALE,3274.0,300.2
05,30-34,FEMALE,4805.0,143.1
05,30-34,MALE,4804.0,284.4
06,30-34,FEMALE,7066.0,77.4
06,30-34,MALE,7065.0,197.2
